id_free_zone,id_region,region,id_city,city,id_district,district,fk_zone_type,active
156,23,"Jawa Timur",4855,"Kab. Kediri",4877,Gurah,2,1
944,23,"Jawa Timur",4855,"Kab. Kediri",4878,Grogol,4,1
157,23,"Jawa Timur",4855,"Kab. Kediri",4879,Gampengrejo,2,1
945,23,"Jawa Timur",4855,"Kab. Kediri",4880,Banyakan,4,1
158,23,"Jawa Timur",4855,"Kab. Kediri",4881,Badas,2,1
946,23,"Jawa Timur",4882,"Kab. Jombang",4883,Wonosalam,4,1
947,23,"Jawa Timur",4882,"Kab. Jombang",4884,Tembelang,4,1
948,23,"Jawa Timur",4882,"Kab. Jombang",4885,Sumobito,4,1
949,23,"Jawa Timur",4882,"Kab. Jombang",4886,Ploso,4,1
950,23,"Jawa Timur",4882,"Kab. Jombang",4888,Peterongan,4,1
951,23,"Jawa Timur",4882,"Kab. Jombang",4889,Perak,4,1
952,23,"Jawa Timur",4882,"Kab. Jombang",4890,Ngusikan,4,1
953,23,"Jawa Timur",4882,"Kab. Jombang",4891,Ngoro,4,1
954,23,"Jawa Timur",4882,"Kab. Jombang",4892,Mojowarno,4,1
955,23,"Jawa Timur",4882,"Kab. Jombang",4893,Mojoagung,4,1
956,23,"Jawa Timur",4882,"Kab. Jombang",4894,Megaluh,4,1
957,23,"Jawa Timur",4882,"Kab. Jombang",4895,Kudu,4,1
958,23,"Jawa Timur",4882,"Kab. Jombang",4896,Kesamben,4,1
959,23,"Jawa Timur",4882,"Kab. Jombang",4897,Kabuh,4,1
159,23,"Jawa Timur",4882,"Kab. Jombang",4898,Jombang,2,1
960,23,"Jawa Timur",4882,"Kab. Jombang",4899,Jogoroto,4,1
961,23,"Jawa Timur",4882,"Kab. Jombang",4900,Gudo,4,1
962,23,"Jawa Timur",4882,"Kab. Jombang",4901,Diwek,4,1
963,23,"Jawa Timur",4882,"Kab. Jombang",4902,Bareng,4,1
964,23,"Jawa Timur",4882,"Kab. Jombang",4903,"Bandar Kedung Mulyo",4,1
160,23,"Jawa Timur",4904,"Kab. Jember",4909,"Sumber Sari",1,1
161,23,"Jawa Timur",4904,"Kab. Jember",4918,Patrang,1,1
162,23,"Jawa Timur",4904,"Kab. Jember",4925,Kaliwates,1,1
965,23,"Jawa Timur",4936,"Kab. Gresik",4937,"Wringin Anom",4,1
966,23,"Jawa Timur",4936,"Kab. Gresik",4938,"Ujung Pangkah",4,1
967,23,"Jawa Timur",4936,"Kab. Gresik",4939,Tambak,4,1
968,23,"Jawa Timur",4936,"Kab. Gresik",4940,Sidayu,4,1
969,23,"Jawa Timur",4936,"Kab. Gresik",4941,Sangkapura,4,1
970,23,"Jawa Timur",4936,"Kab. Gresik",4942,Panceng,4,1
971,23,"Jawa Timur",4936,"Kab. Gresik",4943,Menganti,4,1
